,,,,,Children under 6 years with elevated blood lead levels (BLL) : Summarize
Topic: Health Behavior and Population
Subtopic: Childhood Lead Exposure
Indicator Name: Children under 6 years with elevated blood lead levels (BLL)
Indicator Description: There is no safe level of lead in the blood. Lead poisoning can cause learning and behavior problems and delay growth and mental development.
Notes: *Estimate is based on small numbers so should be interpreted with caution.

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number BLL >=10 µg/dL,Number BLL >=15 µg/dL,Number BLL >=5 µg/dL,Number Tested,"Rate BLL >=10 µg/dL (per 1,000 tested)","Rate BLL >=15 µg/dL (per 1,000 tested)","Rate BLL >=5 µg/dL (per 1,000 tested)",Notes Number BLL >=10 µg/dL,Notes Number BLL >=15 µg/dL,Notes Number BLL >=5 µg/dL,Notes Number Tested,Notes Rate BLL >=10 µg/dL,Notes Rate BLL >=15 µg/dL,Notes Rate BLL >=5 µg/dL,
2011,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),65,21,530,"12,000",5.4,1.7,44.0,,,,,,,,
2012,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),50,17,417,"11,200",4.5,1.5,37.2,,,,,,,,
2013,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),37,15,315,"10,600",3.5,1.4,29.7,,,,,,,,
2014,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),40,20,271,"9,900",4.0,2.0,27.3,,,,,,,,
2015,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),34,15,200,"9,200",3.7,1.6,21.7,,,,,,,,
2016,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),34,12,179,"8,500",4.0,1.4,21.2,,,,,,,,
2017,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),27,9,177,"8,100",3.3,1.1,21.8,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),19,7,127,"7,700",2.5,0.9,16.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Children under 6 years with elevated blood lead levels (BLL),18,6,105,"7,800",2.3,0.8,13.4,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),3,2,108,"2,400",1.2,0.8,44.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),4,1,96,"2,400",1.6,0.4,39.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),4,1,88,"2,600",1.5,0.4,33.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),1,1,55,"2,600",0.4,0.4,20.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),11,3,65,"2,600",4.3,1.2,25.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),5,0,37,"2,600",1.9,0.0,14.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),2,1,37,"2,500",0.8,0.4,14.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),6,3,27,"2,400",2.5,1.2,11.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),1,1,22,"2,300",0.4,0.4,9.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),2,1,16,"2,200",0.9,0.4,7.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),2,1,9,"2,200",0.9,0.4,4.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,
2016,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),3,0,19,"2,200",1.4,0.0,8.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),8,2,20,"2,200",3.7,0.9,9.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),7,6,21,"2,300",3.1,2.6,9.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Children under 6 years with elevated blood lead levels (BLL),5,1,14,"2,400",2.1,0.4,5.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,

Name:Children under 6 years with elevated blood lead levels (BLL),Measure:Number Tested,How Calculated:Children under 6 years of age tested for lead poisoning in a given year. Children may be tested multiple times in a given year but are only counted once. All children are counted regardless of blood specimen type (confirmed or unconfirmed); the number is rounded to the nearest 100. <a href="http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf" target="_blank">Read more </a>about different measures used by the Health Department for surveillance of childhood lead poisoning.,Source(s):New York City Healthy Homes Pr,Year:2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019,
Name:Children under 6 years with elevated blood lead levels (BLL),Measure:Number BLL >=5 µg/dL,How Calculated:Number of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or greater. The numbers in this table include all children tested within a given calendar year regardless of whether they were tested in previous years with the same or different blood lead levels. While children can receive more than one test during the calendar year children are only counted once using the highest confirmed blood lead level during the calendar year. If the child does not have a confirmed test in a given year the child’s blood lead level is based on the highest capillary or unknown test type. This measure differs from the number of children newly identified with blood lead levels at or above a certain level reported by the Health Department in other publications. <a href="http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf" target="_blank">Read more </a>about different measures used by the Health Department for surveillance of childhood lead poisoning.,Source(s):New York City Healthy Homes Pr,Year:2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019,
Name:Children under 6 years with elevated blood lead levels (BLL),Measure:Rate BLL >=5 µg/dL (per 1000 tested),How Calculated:Number of children less than 6 years old tested in a given year with blood lead levels of 5 mcg/dL or greater divided by the total number of children less than 6 years old who were tested for lead poisoning in a given year; expressed as cases per 1000 tested. The numbers in this table include all children tested within a given calendar year regardless of whether they were tested in previous years with the same or different blood lead levels. While children can receive more than one test during the calendar year children are only counted once using the highest confirmed blood lead level during the calendar year. If the child does not have a confirmed test in a given year the child’s blood lead level is based on the highest capillary or unknown test type. This measure differs from the rate of children newly identified with blood lead levels at or above a certain level reported by the Health Department in other publications. <a href="http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf" target="_blank">Read more </a>about different measures used by the Health Department for surveillance of childhood lead poisoning.,Source(s):New York City Healthy Homes Pr,Year:2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019,
Name:Children under 6 years with elevated blood lead levels (BLL),Measure:Number BLL >=10 µg/dL,How Calculated:Number of children less than 6 years old tested in a given year with blood lead levels of 10 mcg/dL or greater. The numbers in this table include all children tested within a given calendar year regardless of whether they were tested in previous years with the same or different blood lead levels. While children can receive more than one test during the calendar year children are only counted once using the highest confirmed blood lead level during the calendar year. If the child does not have a confirmed test in a given year the child’s blood lead level is based on the highest capillary or unknown test type. This measure differs from the number  of children newly identified with blood lead levels of 10 mcg/dL or greater reported by the Health Department in other publications. <a href="http://a816-dohbesp.nyc.gov/IndicatorPublic/EPHTPDF/Childhood_Lead_Exposure_Definitions_June_2016.pdf" target="_blank">Read more </a>about different measures used by the Health Department for surveillance of childhood lead poisoning.,Source(s):New York City Healthy Homes Pr,Year:2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019,
